word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
center	'sentә	n. 中心, 中心点, 中锋\na. 中央的, 位在正中的\nvt. 集中, 定中心\nvi. 居中\n[计] 居中 / 中央	n.	8131	530		s:centers/d:centered/p:centered/i:centering/3:centers	ecdict_complete	
must	mʌst	n. 必须, 未发酵葡萄汁, 绝对必要的事物\naux. 必须	n.	111	223			ecdict_complete	
store	stɒ:	n. 商店, 贮藏, 仓库, 备用品, 存储器\nvt. 储存, 贮藏, 供给\nvi. 贮藏\na. 贮藏的, 现成的\n[计] 存储器操作 / 存储	n.	1583	700		s:stores/d:stored/p:stored/i:storing/3:stores	ecdict_complete	
travel	'trævl	n. 旅行, 游历, 行进\nvi. 旅行, 行进, 移动, 被传播\nvt. 旅行, 通过, 使移动	n.	1132	1081		i:travelling/p:travelled/d:travelled/s:travels/3:travels	ecdict_complete	
made	meid	a. 人工制成的, 成功的, 创造的\nmake的过去式和过去分词	a.	0	0		0:make/1:dp/r:mader	ecdict_complete	
development	di'velәpmәnt	n. 发展\n[化] 展开	n.	234	448		s:developments	ecdict_complete	
report	ri'pɒ:t	n. 报告, 报道, 传说, 案情报告, 爆炸声, 成绩单\nvt. 报告, 汇报, 转述, 报道, 揭发, 使报到\nvi. 报告, 写报道, 报到\n[计] 报告	n.	276	450		d:reported/s:reports/p:reported/3:reports/i:reporting	ecdict_complete	
off	ɒf	a. 关着的, 不再生效的, 处于...境况的, 休假的, 空闲的\nadv. 走开, ...掉, ...下, 休息, 出发, 隔断\nprep. 离开, 脱落, 不在从事......, 在...之外\nvi. 离开, 滚开\nvt. 杀死\nn. 关闭状态\n[计] 关闭, 清屏命令	a.	174	205		i:offing/p:offed/3:offs/d:offed	ecdict_complete	
member	'membә	n. 成员, 会员\n[医] │肢, 肢体	n.	182	285		s:members	ecdict_complete	
line	lain	n. 列, 线, 绳, 电线, 线路, 路线, 航线, 作业线, 界线, 战线, 外形, 排, 家系\nvt. 排成一行, 顺...排列, 划线于, 加衬里, 使有线条, 使起皱纹\nvi. 排队\n[计] 线路	n.	277	276		s:lines/d:lined/i:lining/p:lined/3:lines	ecdict_complete	
before	bi'fɒ:	prep. 在...之前\nconj. 在...之前\nadv. 在前	prep.	198	219			ecdict_complete	
send	send	vt. 发送, 使进入, 寄, 派遣, 发射, 使陷于\nvi. 寄信, 派人, 播送\nn. (船的)上升运动\n[计] 发送	vt.	366	404		d:sent/p:sent/i:sending/3:sends	ecdict_complete	
right	rait	n. 权利, 右边, 正义, 右派, 公正\na. 正确的, 对的, 恰当的, 正常的, 正直的, 正面的, 右方的\nadv. 正确地, 以有利结果, 一直, 直接, 向右\nvt. 扶直, 整理, 纠正, 伸冤, 使昭雪\nvi. 恢复平衡\n[计] 右, 权利	n.	244	193		s:rights/i:righting/p:righted/3:rights/d:righted	ecdict_complete	
type	taip	n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式\nvi. 打字\nvt. 作为代表, 测定类型, 用打字机打\n[计] 类型 / 键入 / DOS内部命令:在屏幕上显示指定文件的内容	n.	356	590		s:types/d:typed/i:typing/p:typed/3:types	ecdict_complete	
because	bi'kɒ:z	conj. 因为	conj.	101	89			ecdict_complete	
local	'lәukәl	a. 地方性的, 当地的, 局部的, 乡土的, 本地的\nn. 当地居民, 本地新闻, 局部\n[计] 本地的 / 局部	a.	191	423		s:locals	ecdict_complete	
those	ðәuz	pron. 那些	pron.	100	102			ecdict_complete	
office	'ɒfis	n. 办公室, 部, 公职, 职责\n[化] 办公室	n.	303	341		s:offices	ecdict_complete	
education	.edju'keiʃәn	n. 教育, 训练, 教育学\n[医] 教育, 训练	n.	353	376			ecdict_complete	
national	'næʃәnәl	a. 国家的, 国立的, 全国性的, 民族的\n[经] 全国性的, 国家的, 国民的	a.	232	231		s:nationals	ecdict_complete	
car	kɑ:	n. 汽车, 客车\n[机] 车	n.	247	289		s:cars	ecdict_complete	
design	di'zain	n. 设计, 图样, 方案, 企图\nv. 设计, 计划	n.	679	834		d:designed/s:designs/p:designed/i:designing/3:designs	ecdict_complete	
take	teik	vt. 拿, 取, 抓, 带领, 获得, 就座, 接受, 吃, 吸引, 采取, 乘, 需要, 花费\nvi. 吃掉对方棋子, 抓住, 起作用, 依法获得财产\nn. 拿, 取, 收成, 奏效	vt.	51	63		p:took/d:taken/i:taking/3:takes	ecdict_complete	
address	ә'dres	n. 住址, 演说, 举止, 灵巧, 求爱\nvt. 发表(演说或讲话), 对付, 写地址\n[计] 地址, 寻址	n.	1522	1028		d:addressed/i:addressing/s:addresses/p:addressed/3:addresses	ecdict_complete	
community	kә'mju:niti	n. 社区, 公众, 共有, 共同体\n[经] 公众, 共有, 社会	n.	335	296		s:communities	ecdict_complete	
within	wi'ðin	n. 内部, 里头\nadv. 在内部, 在内心里\nprep. 在...之内	n.	190	352			ecdict_complete	
area	'єәriә	n. 区域, 面积, 范围, 空地\n[计] 区域	n.	149	230		s:areas	ecdict_complete	
want	wɒnt	n. 需要的东西, 缺乏, 贫困, 需要\nvt. 要, 希望, 应该, 缺少\nvi. 生活困苦, 需要, 缺少	n.	94	83		p:wanted/3:wants/d:wanted/i:wanting	ecdict_complete	
phone	fәun	n. 电话, 受话器, 耳机\nvt. 打电话给\nvi. 打电话	n.	1346	557		p:phoned/s:phones/i:phoning/d:phoned/3:phones	ecdict_complete	
shipping	'ʃipiŋ	n. 装运, 航行, 船舶, 船舶吨数\n[经] 装运, 运送, 海运	n.	6527	7029		0:ship/1:i/i:shipping/s:shippings	ecdict_complete	
reserved	ri'zә:vd	a. 保留的, 预备的, 预定的, 腼腆的, 不露感情的, 含蓄的, 缄默的, 冷淡的\n[法] 用作储备的, 保留的, 预定的	a.	11251	9716		0:reserve/1:dp/d:reserved/p:reserved	ecdict_complete	
subject	'sʌbdʒekt	n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体	n.	358	670		s:subjects/d:subjected/i:subjecting/p:subjected/3:subjects	ecdict_complete	
between	bi'twi:n	prep. 在...之间	prep.	97	140			ecdict_complete	
forum	'fɒ:rәm	n. 论坛, 公开讨论的广场, 法庭, 讨论会\n[法] 讨论会, 专题讨论, 公共论坛	n.	3756	4705		s:forums	ecdict_complete	
family	'fæmәli	n. 家庭, 家人, 族\na. 家庭的	n.	200	147		s:families	ecdict_complete	
l	el	n. 见习驾驶员\n[计] 电感, 标记, 语言, 负载, 局部, 线路	n.	4865	0		s:ls	ecdict_complete	
long	lɒŋ	a. 长的, 长久的, 冗长的, 做多头的\nvi. 渴望, 热望, 极想\nadv. 长久, 始终\nn. 长时间, 长信号, 长整型\n[计] 长, 长整型	a.	217	254		r:longer/t:longest/p:longed/i:longing/d:longed/3:longs	ecdict_complete	
based	beist	v. 立基于, 以…为基础（base的过去式和过去分词）	v.	0	0		0:base/1:dp	ecdict_complete	
code	kәud	n. 代码, 密码, 法规, 法典\nvt. 把...编码\n[计] 代码	n.	1469	1648		s:codes/i:coding/d:coded/p:coded/3:codes	ecdict_complete	
show	ʃәu	n. 显示, 表现, 展览, 卖弄, 炫耀, 外观, 演出, 洋相\nvt. 表示, 显示, 展现, 陈列, 演出, 表明, 指出, 带领\nvi. 露面, 显现, 演出\n[计] 显示	n.	147	177		d:shown/p:showed/3:shows/i:showing/s:shows	ecdict_complete	
o	әu	interj. 啊, 唉, 哎呀, 哦\nn. 零\n[计] 操作, 运算, 输出	interj.	7311	0			ecdict_complete	
even	'i:vәn	a. 平坦的, 相等的, 连贯的, 均等的, 公平的, 偶数的, 平均的, 平衡的, 恰好的\nvt. 使平坦, 使相等\nvi. 变平, 成为相等\nadv. 甚至, 实际上, 完全, 十分\nn. 偶数, 偶校验\n[计] 偶数, 偶校验	a.	113	107		i:evening/p:evened/3:evens/d:evened	ecdict_complete	
black	blæk	n. 黑色, 黑颜料\na. 黑色的	n.	426	253		s:blacks/p:blacked/r:blacker/t:blackest/d:blacked/i:blacking/3:blacks	ecdict_complete	
check	tʃek	n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军\nvt. 检查, 阻止, 核对, 寄存, 托运\nvi. 逐项相符, 开支票\n[计] 复选	n.	997	854		i:checking/d:checked/p:checked/s:checks/3:checks	ecdict_complete	
special	'speʃәl	n. 专辑, 专车, 号外, 特别的东西, 负有特别任务的人员\na. 特别的, 专门的, 特殊的, 额外的, 附加的, 特别亲密的	n.	438	520		s:specials	ecdict_complete	
index	'indeks	n. 索引, 指针, 指数, 指标\nvt. 编入索引中, 指出\nvi. 做索引\n[计] 下标 / 附标 / 变址 / 索引 / 编索引	n.	1793	2621		s:indices/d:indexed/i:indexing/p:indexed/3:indexes	ecdict_complete	
being	'bi:iŋ	n. 存在, 性质, 生命, 人, 生物, be的现在分词	n.	1956	1676		1:i/0:be/s:beings	ecdict_complete	
women	'wimin	pl. 女人	pl.	39963	0		0:woman/1:s/s:womens/3:womens	ecdict_complete	
much	mʌtʃ	n. 大量, 许多, 重要的事\na. 很多的, 重要的\nadv. 多, 甚, 几乎	n.	164	146			ecdict_complete	
sign	sain	n. 符号, 招牌, 征兆, 正负号, 手势\nvt. 签名, 打手势表达\nvi. 签名\n[计] 正负号 / 符号 / 符号字符	n.	935	759		s:signs/d:signed/p:signed/i:signing/3:signs	ecdict_complete	
file	fail	n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀\nvi. 列队行进, 用锉刀做\nvt. 归档, 申请, 锉, 琢磨\n[计] 文件	n.	1170	1745		s:files/d:filed/p:filed/i:filing/3:files	ecdict_complete	
link	liŋk	n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路	n.	1277	1730		d:linked/s:links/i:linking/3:links/p:linked	ecdict_complete	
open	'әupәn	n. 公开, 户外, 空旷\na. 开着的, 开放的, 开阔的, 营业着的, 公开的, 悬而未决的\nvt. 打开, 公开, 开放\nvi. 展开, 开始, 展现\n[计] 打开指令 / 打开语句	n.	403	355		p:opened/d:opened/i:opening/3:opens	ecdict_complete	
today	tә'dei	n. 今天, 当今, 现在\nadv. 今天, 当今	n.	350	214		s:todays	ecdict_complete	
technology	tek'nɒlәdʒi	n. 技术, 工业技术, 术语\n[医] 技术学, 工艺学	n.	756	585		s:technologies	ecdict_complete	
south	sauθ	n. 南方, 南\na. 南的, 向南的\nadv. 在南方\nvi. 转向南方	n.	601	636			ecdict_complete	
case	keis	n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子\nvt. 装箱, 包盖	n.	139	186		s:cases/i:casing/p:cased/3:cases/d:cased	ecdict_complete	
project	'prɒdʒekt	n. 计划, 设计, 事业\nvt. 计划, 设计, 投掷, 发射, 使凸出, 放映\nvi. 凸出	n.	509	534		s:projects/d:projected/i:projecting/3:projects/p:projected	ecdict_complete	
same	seim	a. 相同的, 同样的\npron. 相同的人(或事物)\nadv. 同样地	a.	137	161			ecdict_complete	
uk	ju: 'kei	n. 联合王国	n.	572	0			ecdict_complete	
version	'vә:ʒәn	n. 一种描述, 版本, 译文\n[计] 版本	n.	953	1130		s:versions	ecdict_complete	
section	'sekʃәn	n. 区段, 部分, 区域, 节, 截面, 处, 科, 区, 扇区\nvt. 把...分段, 把...切片\nvi. 被切成片\n[计] 扇区	n.	409	818		s:sections/d:sectioned/i:sectioning/p:sectioned/3:sections	ecdict_complete	
own	әun	n. 自己的\na. 自己的, 嫡亲的, 同胞的\nvt. 拥有, 支配, 自认, 承认, 顺从于\nvi. 承认, 供认	n.	118	148		d:owned/3:owns/p:owned/i:owning	ecdict_complete	
found	faund	vt. 建立, 创立, 铸造\nfind的过去式和过去分词	vt.	2608	2664		0:find/1:dp/d:founded/p:founded/i:founding/3:founds	ecdict_complete	
sports	spɔ:ts	n. (英)运动会, 运动的, 适用于运动的, 运动会的, 与运动会有关的	n.	0	0		0:sport/1:s3	ecdict_complete	
house	haus	n. 房子, 住宅, 机构, 议院, 家族, 家庭\nvt. 给...房子住, 收藏\nvi. 住, 躲藏	n.	148	257		s:houses/i:housing/d:housed/3:houses/p:housed	ecdict_complete	
related	ri'leitid	a. 讲述的, 叙述的；有关系的, 有关联的	a.	2726	3391		0:relate/1:dp/p:related/d:related	ecdict_complete	
security	si'kjuriti	n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金\n[计] 安全性, 保密性, 安全检查程序	n.	632	661		s:securities	ecdict_complete	
both	bәuθ	a. 两者的\nadv. 两者都\npron. 两者	a.	229	255			ecdict_complete	
county	'kaunti	n. 县, 郡	n.	784	1516		s:counties	ecdict_complete	
american	ә'merikәn	n. 美国人\na. 美国的, 美洲的	n.	636	176		s:americans	ecdict_complete	
photo	'fәutәu	n. 相片, 照片, 逼真的描绘\nv. 照相\na. 照相的, 摄影用的, 详细记录的, 逼真的, 酷似的	n.	3394	1328		s:photos	ecdict_complete	
game	geim	n. 比赛, 玩耍, 比分, 得胜, 比赛规则, 策略, 游戏, 野味\nvi. 赌博\na. 勇敢的, 有胆量的, 关于野味的, 跛的\n[计] 博弈 / 对策	n.	464	273		s:games/i:gaming/p:gamed/3:games/d:gamed	ecdict_complete	
power	'pauә	n. 力, 体力, 力量, 势力, 动力, 权力, 强国, 乘方, 强度, 幂, 功率\nvt. 使...有力量, 供以动力, 激励\n[计] 乘幂 / DOS外部命令:能控制许多电池电源计算机上的电源管理特性	n.	225	271		s:powers/d:powered/p:powered/3:powers/i:powering	ecdict_complete	
while	hwail	n. 一会儿, (一段)时间\nconj. 当...的时候, 虽然\nvt. 消磨	n.	173	153			ecdict_complete	
care	kєә	n. 小心, 照料, 忧虑\nvi. 关心, 介意\nvt. 在意, 喜欢	n.	505	434		p:cared/3:cares/d:cared/i:caring/s:cares	ecdict_complete	
network	'netwә:k	n. 网络, 广播网, 网状物\n[计] 网络	n.	1102	882		s:networks/i:networking/d:networked/p:networked/3:networks	ecdict_complete	
down	daun	a. 向下的\nadv. 下, 下去, 降下\nprep. 往下, 沿着\nn. 丘陵, 软毛, 开阔的高地\n[计] 向下, 退下命令	a.	102	118		s:downs/i:downing/p:downed/3:downs/d:downed	ecdict_complete	
computer	kәm'pju:tә	n. 电脑, 电子计算机\n[计] 计算机	n.	580	589		s:computers	ecdict_complete	
three	θri:	num. 三, 三个	num.	104	135			ecdict_complete	
total	'tәutl	a. 全体的, 总的, 全然的\nvt. 计算...的总和, 共计为\nvi. 合计\nn. 总数, 全体, 合计\nadv. 统统	a.	831	1038		i:totalling/p:totalled/s:totals/3:totals/d:totalled	ecdict_complete	
place	pleis	n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位\nvt. 放置, 寄予, 认出, 评定, 任命\nvi. 名次列前	n.	162	181		s:places/d:placed/i:placing/p:placed/3:places	ecdict_complete	
end	end	n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余\nv. 结束, 终结, 终止\n[计] 端 / 结束	n.	187	278		p:ended/s:ends/d:ended/i:ending/3:ends	ecdict_complete	
following	'fɒlәuiŋ	n. 下列各项, 部下, 追随者\na. 下列的, 其次的	n.	748	1471		0:follow/1:i/i:following/s:followings	ecdict_complete	
him	him	pron. 他	pron.	0	68		s:hims	ecdict_complete	
without	wi'ðaut	prep. 没有, 不, 在...之外\nadv. 在外面, 户外\nn. 外面, 外部	prep.	188	218			ecdict_complete	
per	pә:	prep. 每一, 通过, 经, 按照\n[经] 每, 按照	prep.	743	669		s:pers	ecdict_complete	
access	'ækses	n. 通路, 入口, 接近, 进入, 使用权, 发作\nvt. 访问, 存取, 接近, 使用\n[计] 访问, 存取	n.	999	1113		d:accessed/i:accessing/3:accesses/s:accesses/p:accessed	ecdict_complete	
think	θiŋk	vt. 想, 考虑, 想起, 想像, 打算, 认为\nvi. 思考, 料想\nn. 想法\na. 思想的	vt.	64	56		p:thought/d:thought/i:thinking/3:thinks	ecdict_complete	
north	nɒ:θ	n. 北方, 北\na. 北的, 北方的\nadv. 向北方, 在北方	n.	1746	578			ecdict_complete	
current	'kʌrәnt	n. 涌流, 趋势, 流\na. 流通的, 现在的, 当前的, 流行的\n[计] 当前的	n.	755	652		s:currents	ecdict_complete	
big	big	a. 大的, 重要的\nadv. 大量地	a.	260	162		t:biggest/r:bigger	ecdict_complete	
media	'mi:diә	n. 媒体\n[计] 媒质	n.	0	757			ecdict_complete	
law	lɒ:	n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼\nv. 起诉	n.	278	287		s:laws	ecdict_complete	
control	kәn'trәul	n. 控制, 管理, 克制, 控制器, 操纵装置\nvt. 控制, 操纵, 抑制\n[计] 控制 / 控制器	n.	339	432		s:controls/d:controlled/i:controlling/3:controls/p:controlled	ecdict_complete	
water	'wɒ:tә	n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的	n.	236	226		s:waters/d:watered/i:watering/3:waters/p:watered	ecdict_complete	
history	'histәri	n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录\n[计] 历史记录	n.	496	350		s:histories	ecdict_complete	
size	saiz	n. 大小, 尺寸, 规模, 尺码, 能力, 浆料\nvt. 上浆, 依大小排列\nvi. 可比拟\na. 一定大小的, 一定尺寸的	n.	697	752		s:sizes/d:sized/i:sizing/p:sized/3:sizes	ecdict_complete	
art	ɑ:t	n. 艺术, 人文科学, 技术, 巧妙, 诡计, 美术\n[计] 实际保持时间, 特许权和资源表, 平均检索时间, 平均运行时间	n.	477	346		s:arts	ecdict_complete	
personal	'pә:snl	a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的\n[医] 人的 / 个人的, 自身的	a.	574	580			ecdict_complete	
since	sins	prep. 自...以后, 自...以来\nadv. 自那时以后\nconj. 既然, 自...以后, 自...以来	prep.	305	260			ecdict_complete	
guide	gaid	n. 引导者, 导游, 指南, 路标\nvt. 指导, 支配, 管理, 带领, 操纵\nvi. 任向导\n[计] 辅助线	n.	1645	1779		s:guides/d:guided/p:guided/3:guides/i:guiding	ecdict_complete	
shop	ʃɒp	n. 商店, 工厂, 车间\nvi. 购物, 到处寻找\nvt. 选购	n.	648	1338		s:shops/i:shopping/p:shopped/3:shops/d:shopped	ecdict_complete	
directory	di'rektәri	n. 目录, 工商名录, 指南\n[计] 目录	n.	3680	8211		s:directories	ecdict_complete	
board	bɒ:d	n. 木板, 甲板, 膳食, 会议桌\nvt. 乘船, 供膳食, 用板覆盖\nvi. 搭伙\n[计] 板	n.	611	667		s:boards/p:boarded/d:boarded/i:boarding/3:boards	ecdict_complete	
location	lәu'keiʃәn	n. 位置, 场所, 特定区域\n[计] 位置	n.	1705	1433		s:locations	ecdict_complete	
change	tʃeindʒ	n. 变化, 找回的零钱, 找头, 更换\nvt. 改变, 更换, 兑换	n.	226	306		s:changes/d:changed/i:changing/p:changed/3:changes	ecdict_complete	
white	hwait	n. 白色, 洁白, 眼白, 白种人, 蛋白\na. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的	n.	475	301		s:whites/r:whiter/i:whiting/p:whited/3:whites/d:whited	ecdict_complete	
text	tekst	n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱\n[计] 电文 / 文本 / 正文	n.	1002	1289		s:texts	ecdict_complete	
small	smɒ:l	a. 小的, 少的, 小型的, 低微的, 小气的, 细微的\nadv. 些微地\nn. 狭小部分	a.	168	203		r:smaller/t:smallest	ecdict_complete	
rating	'reitiŋ	n. 等级, 额定功率, 责骂\n[经] 等级评定	n.	4005	1819		0:rate/1:i/s:ratings/i:rating	ecdict_complete	
rate	reit	n. 比率, 率, 速度, 价格, 费用, 等级\nvt. 估价, 认为, 鉴定等级, 责骂\nvi. 被评价, 责骂	n.	297	457		s:rates/d:rated/p:rated/i:rating/3:rates	ecdict_complete	
government	'gʌvәnmәnt	n. 政府, 内阁\n[经] 政府, 政治, 政体	n.	124	201		s:governments	ecdict_complete	
children	'tʃildrәn	pl. 孩子, 孩子们	pl.	23840	0		0:child/1:s/s:childrens	ecdict_complete	
during	'djuәriŋ	prep. 在...的时候	prep.	192	198			ecdict_complete	
return	ri'tә:n	n. 回来, 返回, 来回票, 归还, 报答, 利润率, 报告书\na. 返回的, 回程的, 报答的, 反向的, 重现的, 复原的\nvi. 返回, 归还, 回来\nvt. 归还, 还, 回报, 产生, 反射, 报告, 申报, 退回\n[计] 返回	n.	428	472		p:returned/d:returned/i:returning/s:returns/3:returns	ecdict_complete	
shopping	'ʃɒpiŋ	n. 买东西, 购物\n[经] 购物, 买东西	n.	2763	2713		0:shop/1:i/i:shopping	ecdict_complete	
account	ә'kaunt	n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目\nvi. 报帐, 解释, 导致, 报偿, 占, 杀死\nvt. 认为\n[计] 帐户, 帐号	n.	498	1071		s:accounts/d:accounted/i:accounting/3:accounts/p:accounted	ecdict_complete	
times	taimz	n. 时代, 境遇, 时报	n.	7805	0		1:s3/0:time	ecdict_complete	
level	'levl	n. 水平, 水准, 平地\na. 同高的, 平坦的, 齐平的, 水平的\nvt. 弄平, 夷平, 使同等, 瞄准, 对准\nvi. 变平, 拉平\n[计] 级别	n.	241	338		s:levels/d:levelled/p:levelled/i:levelling/3:levels	ecdict_complete	
digital	'didʒitәl	a. 数字显示的, 数字的\nn. 数字仪表, 数字式电子表(或时钟)\n[计] 数字, 数字式	a.	3598	2356			ecdict_complete	
profile	'prәufail	n. 侧面, 轮廓, 传略\nvt. 描绘...轮廓, 写...的传略\n[计] 提问档 / 剖面图法 / 剖面法	n.	2812	2676		s:profiles/3:profiles/i:profiling/d:profiled/p:profiled	ecdict_complete	
